Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Antibody Identifier,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
PAX6-CS18,CS18_IHC_coronal/N1262_037_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 37, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_037_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Spinal cord (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_045_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 45, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_045_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_053_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 53, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_053_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_065_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 65, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_065_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_073_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 73, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_073_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_081_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 81, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_081_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_089_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 89, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_089_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_097_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 97, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_097_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_105_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 105, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_105_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_113_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 113, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_113_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_129_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 129, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_129_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_137_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 137, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_137_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_153_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 153, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_153_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_169_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 169, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_169_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_177_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 177, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_177_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_185_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 185, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_185_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_189_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 189, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_189_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_197_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 197, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_197_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_205_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 205, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_205_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_213_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 213, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_213_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Eye (strong) metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_221_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 221, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_221_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Eye (strong) metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_229_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 229, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_229_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Eye (strong) metencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_245_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 245, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_245_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Eye (strong) nasal epithelium (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_261_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 261, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_261_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon (strong) nasal epithelium (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_269_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 269, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_269_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon (strong) nasal epithelium (moderate)
PAX6-CS18,CS18_IHC_coronal/N1262_293_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 293, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_293_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & telencephalon (strong)
PAX6-CS18,CS18_IHC_coronal/N1262_305_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 305, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_305_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & telencephalon (strong)
PAX6-CS18,CS18_IHC_coronal/N1262_314_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 314, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_314_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & telencephalon (strong)
PAX6-CS18,CS18_IHC_coronal/N1262_329_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 329, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_329_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & telencephalon (strong)
PAX6-CS18,CS18_IHC_coronal/N1262_337_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 337, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_337_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & telencephalon (strong)
PAX6-CS18,CS18_IHC_coronal/N1262_345_1_pax6.jpg,HUDSEN:822,"Embryo 1262, slide 345, section 1",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/N1262_345_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon (strong) telencephalon (moderate)
PAX6-CS18,CS18_IHC_coronal/3DView.jpg,HUDSEN:822,3D View,Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS18_IHC_coronal/3DView.jpg,3D view of data mapped into a CS18 model, ,"Red = strong expression, yellow = moderate expression, blue = weak expression.", ,
PAX6-CS18,CS18_ISH/cs18_10664_16_3_pax6.jpg,HUDSEN:1175,"Embryo 10664, slide 16, section 3",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS18_ISH/cs18_10664_16_3_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Eye, forebrain (strong)"
PAX6-CS18,CS18_ISH/cs18_10797_54_3_pax6.jpg,HUDSEN:1175,"Embryo 10797, slide 54, section 3",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS18_ISH/cs18_10797_54_3_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Diencephalon, rhombencephalon, spinal cord (strong)"
PAX6-CS18,CS18_ISH/cs18_10798_60_3_pax6.jpg,HUDSEN:1175,"Embryo 10798, slide 60, section 3",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS18_ISH/cs18_10798_60_3_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
PAX6-CS18,CS18_ISH/cs18_10936_13_1_pax6.jpg,HUDSEN:1175,"Embryo 10936, slide 13, section 1",Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS18_ISH/cs18_10936_13_1_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Eye, telencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_055_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 55, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_055_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Spinal cord (strong)
PAX6-CS19,CS19_IHC_coronal/N352_059_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 59, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_059_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_063_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 63, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_063_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_076_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 76, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_076_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_092_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 92, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_092_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_100_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 100, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_100_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_108_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 108, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_108_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_116_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 116, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_116_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_125_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 125, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_125_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_132_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 132, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_132_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_141_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 141, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_141_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_157_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 157, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_157_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_165_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 165, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_165_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_173_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 173, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_173_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_197_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 197, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_197_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_205_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 205, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_205_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_217_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 217, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_217_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_221_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 221, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_221_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_237_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 237, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_237_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Rhombencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_253_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 253, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_253_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Eye, Rhombencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_261_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 261, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_261_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Eye, Rhombencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_270_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 270, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_270_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Eye, rhonbencephalon & forebrain (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_276_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 276, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_276_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Eye (strong) forebrain (weak)
PAX6-CS19,CS19_IHC_coronal/N352_284_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 284, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_284_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Eye, forebrain (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_293_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 293, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_293_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Skin, forebrain (strong) "
PAX6-CS19,CS19_IHC_coronal/N352_301_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 301, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_301_1_pax6.jpg,Original experimental image,Brightfield,,DAB,Diencephalon (strong)
PAX6-CS19,CS19_IHC_coronal/N352_309_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 309, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_309_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_319_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 319, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_319_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_321_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 321, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_321_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_329_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 329, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_329_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon (strong)"
PAX6-CS19,CS19_IHC_coronal/N352_399_1_pax6.jpg,HUDSEN:677,"Embryo 352, slide 399, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS19_IHC_coronal/N352_399_1_pax6.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon (strong)"
