Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_GCG_IHC,11426_15pcw_24_02_Glux19.75.jpg,HuDSeN:1033,"Fetal pancreas 11426, slide 24, section 2",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,Glucagon,NCBITaxon,NM_002054,Sigma G2654,,ENSG00000115263,GCG,HDBR_GCG_IHC/11426_15pcw_24_02_Glux19.75.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_GCG_IHC,11426_15pcw_24_02_Glux2.07.jpg,HuDSeN:1033,"Fetal pancreas 11426, slide 24, section 2",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,Glucagon,NCBITaxon,NM_002054,Sigma G2654,,ENSG00000115263,GCG,HDBR_GCG_IHC/11426_15pcw_24_02_Glux2.07.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_GFAP_IHC,"11610,9,brain,12pcw,74_GFAP.scn",HuDSeN:1123,"Fetal brain 11610, slide 74",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,GFAP,NCBITaxon,NM_002055,Abcam AB_305808,,ENSG00000131095,GFAP,"HDBR_GFAP_IHC/11610,9,brain,12pcw,74_GFAP.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_GFAP_IHC,Autotest_0000009319_GFAP.scn,HuDSeN:1123,"Fetal brain 2033, slide 154",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,GFAP,NCBITaxon,NM_002055,Abcam AB_305808,,ENSG00000131095,GFAP,HDBR_GFAP_IHC/Autotest_0000009319_GFAP.scn,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_GPC3_ISH_35S,A231_081_1.jpg,HuDSeN:39,"Embryo A231, slide 81, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation, ,NCBITaxon,NM_004484,,nt 1723 - nt 2285,ENSG00000147257,GPC3,HDBR_GPC3_ISH_35S/A231_081_1.jpg,Original experimental image,Darkfield,,35S,Bone (strong)
HDBR_GPC3_ISH_35S,A231_132.jpg,HuDSeN:39,"Embryo A231, slide 132",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_004484,,nt 1723 - nt 2285,ENSG00000147257,GPC3,HDBR_GPC3_ISH_35S/A231_132.jpg,Original experimental image,Darkfield,,35S,Bone (strong)
HDBR_GPC3_ISH_35S,A231_221_1.jpg,HuDSeN:39,"Embryo A231, slide 221, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_004484,,nt 1723 - nt 2285,ENSG00000147257,GPC3,HDBR_GPC3_ISH_35S/A231_221_1.jpg,Original experimental image,Darkfield,,35S,Bone (strong)
HDBR_GPC3_ISH_35S,A231_248_1.jpg,HuDSeN:39,"Embryo A231, slide 248, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_004484,,nt 1723 - nt 2285,ENSG00000147257,GPC3,HDBR_GPC3_ISH_35S/A231_248_1.jpg,Original experimental image,Darkfield,,35S,Bone (strong)
HDBR_INS_IHC,11426_15pcw_22_02_INSx19.75.jpg,HuDSeN:1029,"Fetal pancreas 11426, slide 22, section 2",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,Insulin,NCBITaxon,NM_000207,Sigma HPA004932,,ENSG00000254647,INS,HDBR_INS_IHC/11426_15pcw_22_02_INSx19.75.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_INS_IHC,11426_15pcw_22_02_INSx2.07.jpg,HuDSeN:1029,"Fetal pancreas 11426, slide 22, section 2",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,Insulin,NCBITaxon,NM_000207,Sigma HPA004932,,ENSG00000254647,INS,HDBR_INS_IHC/11426_15pcw_22_02_INSx2.07.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_L1CAM_ISH_35S,3DView.jpg,HuDSeN:394,3D View,Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_024003,,,ENSG00000198910,L1CAM,HDBR_L1CAM_ISH_35S/3DView.jpg,3D view of data mapped into a CS14 model,,"Red = strong expression, yellow = moderate expression, blue = weak expression",,
HDBR_L1CAM_ISH_35S,CS14_A174_020_3.jpg,HuDSeN:394,"Embryo A174, slide 20, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_024003,,,ENSG00000198910,L1CAM,HDBR_L1CAM_ISH_35S/CS14_A174_020_3.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_L1CAM_ISH_35S,CS14_A174_050_1.jpg,HuDSeN:394,"Embryo A174, slide 50, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_024003,,,ENSG00000198910,L1CAM,HDBR_L1CAM_ISH_35S/CS14_A174_050_1.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_L1CAM_ISH_35S,CS14_A174_070_3.jpg,HuDSeN:394,"Embryo A174, slide 70, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_024003,,,ENSG00000198910,L1CAM,HDBR_L1CAM_ISH_35S/CS14_A174_070_3.jpg,Original experimental image,Darkfield,,35S,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,3DView.jpg,HuDSeN:479,3D View,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/3DView.jpg,3D view of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, green = possible expression",,
HDBR_LHX2_ISH_CS22_transverse1,3DView.mpg,HuDSeN:479,3D movie,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/3DView.mpg,3D movie of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, green = possible expression",,
HDBR_LHX2_ISH_CS22_transverse1,N711_009.jpg,HuDSeN:479,"Embryo N711, slide 9",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_009.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_027.jpg,HuDSeN:479,"Embryo N711, slide 27",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_027.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_040.jpg,HuDSeN:479,"Embryo N711, slide 40",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_040.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_058.jpg,HuDSeN:479,"Embryo N711, slide 58",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_058.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_067.jpg,HuDSeN:479,"Embryo N711, slide 67",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_067.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_087.jpg,HuDSeN:479,"Embryo N711, slide 87",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_087.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_107.jpg,HuDSeN:479,"Embryo N711, slide 107",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_107.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_128.jpg,HuDSeN:479,"Embryo N711, slide 128",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_128.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse1,N711_140.jpg,HuDSeN:479,"Embryo N711, slide 140",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse1/N711_140.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,3DView.jpg,HuDSeN:442,3D View,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/3DView.jpg,3D view of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, blue = weak expression",,
HDBR_LHX2_ISH_CS22_transverse2,3DView.mpg,HuDSeN:442,3D movie,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/3DView.mpg,3D movie of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, blue = weak expression",,
HDBR_LHX2_ISH_CS22_transverse2,N680_020.jpg,HuDSeN:442,"Embryo N680, slide 20",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_020.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_040.jpg,HuDSeN:442,"Embryo N680, slide 40",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_040.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_060.jpg,HuDSeN:442,"Embryo N680, slide 60",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_060.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_080.jpg,HuDSeN:442,"Embryo N680, slide 80",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_080.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_100.jpg,HuDSeN:442,"Embryo N680, slide 100",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_100.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_120.jpg,HuDSeN:442,"Embryo N680, slide 120",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_120.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_140.jpg,HuDSeN:442,"Embryo N680, slide 140",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_140.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_159.jpg,HuDSeN:442,"Embryo N680, slide 159",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_159.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_181.jpg,HuDSeN:442,"Embryo N680, slide 181",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_181.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_200.jpg,HuDSeN:442,"Embryo N680, slide 200",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_200.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_220.jpg,HuDSeN:442,"Embryo N680, slide 220",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_220.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_240.jpg,HuDSeN:442,"Embryo N680, slide 240",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_240.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_260.jpg,HuDSeN:442,"Embryo N680, slide 260",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_260.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_280.jpg,HuDSeN:442,"Embryo N680, slide 280",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_280.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_300.jpg,HuDSeN:442,"Embryo N680, slide 300",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_300.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse2,N680_320.jpg,HuDSeN:442,"Embryo N680, slide 320",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse2/N680_320.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,3DView.jpg,HuDSeN:478,3D view,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/3DView.jpg,3D view of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, blue = weak expression",,
HDBR_LHX2_ISH_CS22_transverse3,3DView.mpg,HuDSeN:478,3D movie,Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/3DView.mpg,3D movie of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression, blue = weak expression",,
HDBR_LHX2_ISH_CS22_transverse3,N701_150.jpg,HuDSeN:478,"Embryo N701, slide 150",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_150.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_170.jpg,HuDSeN:478,"Embryo N701, slide 170",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_170.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_190.jpg,HuDSeN:478,"Embryo N701, slide 190",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_190.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_210.jpg,HuDSeN:478,"Embryo N701, slide 210",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_210.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_220.jpg,HuDSeN:478,"Embryo N701, slide 220",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_220.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_246.jpg,HuDSeN:478,"Embryo N701, slide 246",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_246.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_261.jpg,HuDSeN:478,"Embryo N701, slide 261",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_261.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_275.jpg,HuDSeN:478,"Embryo N701, slide 275",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_275.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LHX2_ISH_CS22_transverse3,N701_287.jpg,HuDSeN:478,"Embryo N701, slide 287",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_004789,,nt 543 - nt 1383 of AK094511,ENSG00000106689,LHX2,HDBR_LHX2_ISH_CS22_transverse3/N701_287.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LRRN1_ISH,cs17_N154_118.jpg,HuDSeN:441,"Embryo N154, slide 118",Homo sapiens,NCBITaxon,9606,CS17,In situ hybridisation,,NCBITaxon,NM_020873.5,,nt 715 - nt 1346,ENSG00000175928,LRRN1,HDBR_LRRN1_ISH/cs17_N154_118.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LRRN1_ISH,cs17_N154_121.jpg,HuDSeN:441,"Embryo N154, slide 121",Homo sapiens,NCBITaxon,9606,CS17,In situ hybridisation,,NCBITaxon,NM_020873.5,,nt 715 - nt 1346,ENSG00000175928,LRRN1,HDBR_LRRN1_ISH/cs17_N154_121.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LRRN1_ISH,N267_CS22_165.jpg,HuDSeN:480,"Embryo N267, slide 165",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_020873.5,,nt 715 - nt 1346,ENSG00000175928,LRRN1,HDBR_LRRN1_ISH/N267_CS22_165.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LRRN1_ISH,N267_CS22_167.jpg,HuDSeN:480,"Embryo N267, slide 167",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_020873.5,,nt 715 - nt 1346,ENSG00000175928,LRRN1,HDBR_LRRN1_ISH/N267_CS22_167.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_LYPD1_IHC,3DView.jpg,HuDSeN:781,3D View,Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/3DView.jpg,3D view of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_LYPD1_IHC,3DView.mpg,HuDSeN:781,3D movie,Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/3DView.mpg,3D movie of data mapped into a CS22 model,,"Red = strong expression, yellow = moderate expression",,
HDBR_LYPD1_IHC,N542_025_4.jpg,HuDSeN:781,"Embryo N542, slide 25, section 4",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_025_4.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_035_4.jpg,HuDSeN:781,"Embryo N542, slide 35, section 4",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_035_4.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_045_3.jpg,HuDSeN:781,"Embryo N542, slide 45, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_045_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_055_2.jpg,HuDSeN:781,"Embryo N542, slide 55, section 2",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_055_2.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_073.jpg,HuDSeN:781,"Embryo N542, slide 73",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_073.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_080.jpg,HuDSeN:781,"Embryo N542, slide 80",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_080.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_085_2.jpg,HuDSeN:781,"Embryo N542, slide 085, section 2",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_085_2.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_105_1.jpg,HuDSeN:781,"Embryo N542, slide 105, section 1",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_105_1.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_115_2.jpg,HuDSeN:781,"Embryo N542, slide 115, section 2",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_115_2.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_LYPD1_IHC,N542_115_3.jpg,HuDSeN:781,"Embryo N542, slide 115, section 3",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,LYPD1,NCBITaxon,NM_144586,Abgent AP9745b,,ENSG00000150551,LYPD1,HDBR_LYPD1_IHC/N542_115_3.jpg,Original experimental image,Brightfield,,DAB,Neural tissue (strong)
